Brnd_Name,Gnrc_Name,RxCUI,ATC_Code,ATC_Class,ATC_L1,MESH_Class,Match_Type
Sumatriptan Succ-Naproxen Sod,Sumatriptan Succ/Naproxen Sod,1653765.0,,,,,approx
Sumatriptan Succinate*,Sumatriptan Succinate,37418.0,N02CC,Selective serotonin (5HT1) agonists,Nervous system,Cluster Headache,exact
Sunitinib Malate,Sunitinib Malate,616275.0,L01EX,Other protein kinase inhibitors,Antineoplastic and immunomodulating agents,Pancreatic Neoplasms,exact
Sunlenca*,Lenacapavir Sodium,2625891.0,J05AX,Other antivirals,Anti-infectives for systemic use,,exact
Sunosi,Solriamfetol HCl,2121759.0,N06BA,Centrally acting sympathomimetics,Nervous system,Sleepiness,exact
Suprep,"Sodium, Potassium,Mag Sulfates",2629720.0,A01AB,Antiinfectives and antiseptics for local oral treatment,Alimentary tract and metabolism,"Candidiasis, Oral",approx
Sure Comfort,"Pen Needle, Diabetic",632911.0,,,,,approx
Sure Comfort Alcohol,Alcohol Antiseptic Pads,1811320.0,,,,,approx
Sure Comfort Insulin Syringe,"Syring-Needl,Disp,Insul,0.3 Ml",632911.0,,,,,approx
Sure Comfort Pen Needle,"Pen Needle, Diabetic",2682076.0,,,,,approx
Sure Comfort Safety Pen Needle,"Pen Needle, Diabetic, Safety",2682079.0,,,,,approx
Sure-Fine Pen Needles,"Pen Needle, Diabetic",2682081.0,,,,,approx
Sure-Ject Insulin Syringe,"Syring-Needl,Disp,Insul,0.3 Ml",408119.0,,,,,approx
Sure-Prep Alcohol Prep Pads,Alcohol Antiseptic Pads,797544.0,D08AX,Other antiseptics and disinfectants,Dermatologicals,,approx
Sustiva,Efavirenz,195084.0,J05AG,Non-nucleoside reverse transcriptase inhibitors,Anti-infectives for systemic use,Acquired Immunodeficiency Syndrome,exact
Sustol,Granisetron,1810485.0,A04AA,Serotonin (5HT3) antagonists,Alimentary tract and metabolism,,exact
Sutab,Sod Sulf/Pot Chloride/Mag Sulf,2465558.0,A06AD,Osmotically acting laxatives,Alimentary tract and metabolism,,exact
Sutent,Sunitinib Malate,616274.0,L01EX,Other protein kinase inhibitors,Antineoplastic and immunomodulating agents,Pancreatic Neoplasms,exact
Syeda,Ethinyl Estradiol/Drospirenone,1119337.0,,,,Menorrhagia,approx
Syfovre,PEGcetacoplan/PF,2630849.0,L04AJ,Complement inhibitors,Antineoplastic and immunomodulating agents,"Hemoglobinuria, Paroxysmal",exact
Symbicort,Budesonide/Formoterol Fumarate,327148.0,A07EA,Corticosteroids acting locally,Alimentary tract and metabolism,Inflammatory Bowel Diseases,exact
Symbyax,Olanzapine/Fluoxetine HCl,405343.0,N06AB,Selective serotonin reuptake inhibitors,Nervous system,Bulimia,exact
Symdeko,Tezacaftor/IVacaftor,2058444.0,,,,,approx
Symfi,Efavirenz/Lamivu/Tenofov Disop,2043459.0,J05AR,"Antivirals for treatment of HIV infections, combinations",Anti-infectives for systemic use,Acquired Immunodeficiency Syndrome,exact
Symfi Lo,Efavirenz/Lamivu/Tenofov Disop,2001425.0,,,,,approx
Symlinpen 120,Pramlintide Acetate,753370.0,,,,"Diabetes Mellitus, Type 1",approx
Symlinpen 60,Pramlintide Acetate,753371.0,,,,"Diabetes Mellitus, Type 1",approx
Sympazan,Clobazam,2102708.0,N05BA,Benzodiazepine derivatives,Nervous system,Seizures,exact
Symproic,Naldemedine Tosylate,1876604.0,A06AH,Peripheral opioid receptor antagonists,Alimentary tract and metabolism,Constipation,exact
Symtuza,Darunavir/Cob/Emtri/Tenof Alaf,2049672.0,V03AX,Other therapeutic products,Various,HIV Infections,exact
Synagis,Palivizumab,220141.0,J06BD,Antiviral monoclonal antibodies,Anti-infectives for systemic use,,exact
Synarel,Nafarelin Acetate,53524.0,H01CA,Gonadotropin-releasing hormones,Systemic hormonal preparations,Endometriosis,exact
Synjardy,Empagliflozin/Metformin HCl,1664316.0,A10BK,Sodium-glucose co-transporter 2 (SGLT2) inhibitors,Alimentary tract and metabolism,"Diabetes Mellitus, Type 2",exact
Synjardy XR,Empagliflozin/Metformin HCl,1923290.0,,,,,approx
Synribo,Omacetaxine Mepesuccinate,1356689.0,L01XX,Other antineoplastic agents,Antineoplastic and immunomodulating agents,,exact
Synthroid,Levothyroxine Sodium,224920.0,H03AA,Thyroid hormones,Systemic hormonal preparations,Goiter,exact
Syprine,Trientine HCl,220145.0,A16AX,Various alimentary tract and metabolism products,Alimentary tract and metabolism,Hepatolenticular Degeneration,exact
Tabloid,Thioguanine,151956.0,L01BB,Purine analogues,Antineoplastic and immunomodulating agents,Psoriasis,exact
Tabrecta,Capmatinib Hydrochloride,2362235.0,L01EP,Cellular-mesenchymal-epithelial transition factor (c-MET) kinase inhibitors,Antineoplastic and immunomodulating agents,"Carcinoma, Non-Small-Cell Lung",exact
Taclonex,Calcipotriene/Betamethasone,748281.0,A07EA,Corticosteroids acting locally,Alimentary tract and metabolism,Psoriasis,exact
Tacrolimus*,Tacrolimus,42316.0,D11AH,"Agents for dermatitis, excluding corticosteroids",Dermatologicals,"Dermatitis, Atopic",exact
Tadalafil,Tadalafil,358263.0,G04CB,Testosterone-5-alpha reductase inhibitors,Genito-urinary system and sex hormones,"Hypertension, Pulmonary",exact
Tadliq,Tadalafil,2613564.0,G04BE,Drugs used in erectile dysfunction,Genito-urinary system and sex hormones,"Hypertension, Pulmonary",exact
Tafinlar,Dabrafenib Mesylate,1425223.0,L01EC,B-Raf serine-threonine kinase (BRAF) inhibitors,Antineoplastic and immunomodulating agents,Melanoma,exact
Tafluprost,Tafluprost/PF,1244607.0,S01EE,Prostaglandin analogues,Sensory organs,"Glaucoma, Open-Angle",exact
Tagrisso,Osimertinib Mesylate,1721566.0,L01EB,Epidermal growth factor receptor (EGFR) tyrosine kinase inhibitors,Antineoplastic and immunomodulating agents,"Carcinoma, Non-Small-Cell Lung",exact
Takhzyro,Lanadelumab-Flyo,2055646.0,B06AC,Drugs used in hereditary angioedema,Blood and blood forming organs,,exact
Talicia,Omeprazole/Amoxicill/Rifabutin,2262027.0,A02BD,Combinations for eradication of Helicobacter pylori,Alimentary tract and metabolism,"Tuberculosis, Pulmonary",exact
Taltz Autoinjector,Ixekizumab,1790580.0,,,,Psoriasis,approx
Taltz Autoinjector (2 Pack),Ixekizumab,1790580.0,,,,Psoriasis,approx
Taltz Autoinjector (3 Pack),Ixekizumab,1790580.0,,,,Psoriasis,approx
Taltz Syringe,Ixekizumab,1745113.0,L04AC,Interleukin inhibitors,Antineoplastic and immunomodulating agents,Psoriasis,approx
Talzenna,Talazoparib Tosylate,2099947.0,L01XK,Poly (ADP-ribose) polymerase (PARP) inhibitors,Antineoplastic and immunomodulating agents,Breast Neoplasms,exact
Tamiflu,Oseltamivir Phosphate,261657.0,J05AH,Neuraminidase inhibitors,Anti-infectives for systemic use,"Influenza, Human",exact
Tamoxifen Citrate,Tamoxifen Citrate,10324.0,L02BA,Anti-estrogens,Antineoplastic and immunomodulating agents,Gynecomastia,exact
Tamsulosin HCl,Tamsulosin HCl,236495.0,G04CA,Alpha-adrenoreceptor antagonists,Genito-urinary system and sex hormones,Prostatic Hyperplasia,exact
Targadox,Doxycycline Hyclate,1806943.0,A01AB,Antiinfectives and antiseptics for local oral treatment,Alimentary tract and metabolism,Plague,exact
Targretin*,Bexarotene,258324.0,L01XF,Retinoids for cancer treatment,Antineoplastic and immunomodulating agents,"Lymphoma, T-Cell, Cutaneous",exact
Tarina 24 Fe,Norethindrone-E.Estradiol-Iron,2107008.0,B03AA,"Iron bivalent, oral preparations",Blood and blood forming organs,"Anemia, Iron-Deficiency",approx
Tarina Fe 1-20 Eq,Norethindrone-E.Estradiol-Iron,1550536.0,B03AA,"Iron bivalent, oral preparations",Blood and blood forming organs,"Anemia, Iron-Deficiency",approx
Taron-C DHA,Mvn-Min75/Iron/Iron Ps/Om3/DHA,968102.0,,,,,approx
Tarpeyo,Budesonide,2587884.0,A07EA,Corticosteroids acting locally,Alimentary tract and metabolism,Inflammatory Bowel Diseases,exact
Tascenso ODT,Fingolimod Lauryl Sulfate,2613849.0,,,,"Multiple Sclerosis, Relapsing-Remitting",approx
Tasigna,Nilotinib HCl,735866.0,L01EA,BCR-ABL tyrosine kinase inhibitors,Antineoplastic and immunomodulating agents,Gastrointestinal Stromal Tumors,exact
Tasimelteon,Tasimelteon,1490468.0,N05CH,Melatonin receptor agonists,Nervous system,"Sleep Disorders, Circadian Rhythm",exact
Tasmar,Tolcapone,153657.0,N04BX,Other dopaminergic agents,Nervous system,Parkinson Disease,exact
Tavaborole,Tavaborole,1543173.0,D01AE,Other antifungals for topical use,Dermatologicals,Onychomycosis,exact
Tavalisse,Fostamatinib Disodium,2044923.0,B02BX,Other systemic hemostatics,Blood and blood forming organs,Thrombocytopenia,exact
Tavneos,Avacopan,2572106.0,L04AJ,Complement inhibitors,Antineoplastic and immunomodulating agents,Anti-Neutrophil Cytoplasmic Antibody-Associated Vasculitis,exact
Taytulla,Norethindrone-E.Estradiol-Iron,1861540.0,,,,,approx
Tazarotene,Tazarotene,83947.0,D05AX,Other antipsoriatics for topical use,Dermatologicals,Psoriasis,exact
Tazicef*,Ceftazidime,203422.0,J01DD,Third-generation cephalosporins,Anti-infectives for systemic use,Fever,exact
Tazorac,Tazarotene,220181.0,D05AX,Other antipsoriatics for topical use,Dermatologicals,Psoriasis,exact
Taztia Xt,Diltiazem HCl,605849.0,,,,Hypertension,approx
Tazverik,Tazemetostat Hydrobromide,2274385.0,L01XX,Other antineoplastic agents,Antineoplastic and immunomodulating agents,Sarcoma,exact
Tdvax,"Tetanus, Diphtheria Tox,Adult",2106330.0,J07AF,Diphtheria vaccines,Anti-infectives for systemic use,,exact
Tecentriq,Atezolizumab,1792781.0,L01FF,PD-1/PD-L1 (Programmed cell death protein 1/death ligand 1) inhibitors,Antineoplastic and immunomodulating agents,Melanoma,exact
Tecfidera,Dimethyl Fumarate,1373484.0,L04AX,Other immunosuppressants,Antineoplastic and immunomodulating agents,,exact
Techlite Insulin Syringe,"Syrge-Ndl,Ins 0.3 Ml Half Mark",2284856.0,,,,,approx
Techlite Pen Needle,"Pen Needle, Diabetic",1876318.0,,,,,approx
Tecvayli,Teclistamab-Cqyv,2619434.0,L01FX,Other monoclonal antibodies and antibody drug conjugates,Antineoplastic and immunomodulating agents,Multiple Myeloma,exact
Teflaro,Ceftaroline Fosamil Acetate,1040009.0,J01DI,Other cephalosporins and penems,Anti-infectives for systemic use,Pneumonia,exact
Tegretol,Carbamazepine,203029.0,N03AF,Carboxamide derivatives,Nervous system,Schizophrenia,exact
Tegretol XR,Carbamazepine,2633845.0,,,,Schizophrenia,approx
Tegsedi,Inotersen Sodium,2099319.0,N07XX,Other nervous system drugs,Nervous system,"Amyloid Neuropathies, Familial",exact
Tekturna,Aliskiren Hemifumarate,700402.0,C09XA,Renin-inhibitors,Cardiovascular system,Hypertension,exact
Tekturna HCT,Aliskiren/Hydrochlorothiazide,1430137.0,C09XA,Renin-inhibitors,Cardiovascular system,Hypertension,exact
Telmisartan,Telmisartan,73494.0,C09CA,"Angiotensin II receptor blockers (ARBs), plain",Cardiovascular system,Hypertension,exact
Telmisartan-Amlodipine,Telmisartan/Amlodipine,901212.0,C08CA,Dihydropyridine derivatives,Cardiovascular system,Hypertension,exact
Telmisartan-Hydrochlorothiazid,Telmisartan/Hydrochlorothiazid,284636.0,C03AA,"Thiazides, plain",Cardiovascular system,Edema,exact
Temazepam,Temazepam,10355.0,N05CD,Benzodiazepine derivatives,Nervous system,Panic Disorder,exact
Temozolomide,Temozolomide,37776.0,L01AX,Other alkylating agents,Antineoplastic and immunomodulating agents,Melanoma,exact
Temsirolimus,Temsirolimus,657797.0,L01EG,Mammalian target of rapamycin (mTOR) kinase inhibitors,Antineoplastic and immunomodulating agents,"Carcinoma, Renal Cell",exact
Tencon,Butalbital/Acetaminophen,220211.0,N02BE,Anilides,Nervous system,Pain,exact
Tenivac,Tetanus-Diphtheria Toxoids/PF,1190911.0,J07AF,Diphtheria vaccines,Anti-infectives for systemic use,,exact
Tenofovir Disoproxil Fumarate,Tenofovir Disoproxil Fumarate,322248.0,J05AR,"Antivirals for treatment of HIV infections, combinations",Anti-infectives for systemic use,"Hepatitis B, Chronic",exact
Tenoretic 50,Atenolol/Chlorthalidone,1423026.0,,,,Edema,approx
Tenormin,Atenolol,152413.0,C07AB,"Beta blocking agents, selective",Cardiovascular system,Hypertension,exact
Tepezza,Teprotumumab-Trbw,2274808.0,L04AG,Monoclonal antibodies,Antineoplastic and immunomodulating agents,Graves Ophthalmopathy,exact
Tepmetko,Tepotinib HCl,2477267.0,L01EP,Cellular-mesenchymal-epithelial transition factor (c-MET) kinase inhibitors,Antineoplastic and immunomodulating agents,,exact
Terazosin HCl,Terazosin HCl,235224.0,G04CA,Alpha-adrenoreceptor antagonists,Genito-urinary system and sex hormones,Hypertension,exact
Terbinafine HCl,Terbinafine HCl,235838.0,D01AE,Other antifungals for topical use,Dermatologicals,Tinea Pedis,exact
Terbutaline Sulfate*,Terbutaline Sulfate,10368.0,R03AC,Selective beta-2-adrenoreceptor agonists,Respiratory system,Asthma,exact
Terconazole,Terconazole,37806.0,G01AG,Triazole derivatives,Genito-urinary system and sex hormones,"Candidiasis, Vulvovaginal",exact
Teriflunomide,Teriflunomide,1310520.0,L04AK,Dihydroorotate dehydrogenase (DHODH) inhibitors,Antineoplastic and immunomodulating agents,"Multiple Sclerosis, Relapsing-Remitting",exact
Teriparatide,Teriparatide,114260.0,H05AA,Parathyroid hormones and analogues,Systemic hormonal preparations,Hypoparathyroidism,exact
Terumo Insulin Syringe,"Syringe-Needle,Insulin,0.5 Ml",408119.0,,,,,approx
Testim,Testosterone,353016.0,G03BA,3-oxoandrosten (4) derivatives,Genito-urinary system and sex hormones,Hypogonadism,exact
Testopel,Testosterone,353017.0,G03BA,3-oxoandrosten (4) derivatives,Genito-urinary system and sex hormones,Hypogonadism,exact
Testosterone,Testosterone,10379.0,G03BA,3-oxoandrosten (4) derivatives,Genito-urinary system and sex hormones,Hypogonadism,exact
Testosterone Cypionate,Testosterone Cypionate,835827.0,G03BA,3-oxoandrosten (4) derivatives,Genito-urinary system and sex hormones,Hypogonadism,exact
Testosterone Enanthate,Testosterone Enanthate,37859.0,G03BA,3-oxoandrosten (4) derivatives,Genito-urinary system and sex hormones,Hypogonadism,exact
Tetrabenazine,Tetrabenazine,10390.0,N07XX,Other nervous system drugs,Nervous system,Hyperkinesis,exact
Tetracaine HCl,Tetracaine HCl,10391.0,C05AD,Local anesthetics,Cardiovascular system,Pain,exact
Tetracaine HCl*,Tetracaine HCl/PF,10391.0,C05AD,Local anesthetics,Cardiovascular system,Pain,exact
Tetracycline HCl,Tetracycline HCl,10395.0,A02BD,Combinations for eradication of Helicobacter pylori,Alimentary tract and metabolism,Cholera,exact
Texacort,Hydrocortisone,220238.0,A01AC,Corticosteroids for local oral treatment,Alimentary tract and metabolism,Shock,exact
Tezspire,Tezepelumab-Ekko,2587796.0,R03DX,Other systemic drugs for obstructive airway diseases,Respiratory system,Asthma,exact
Thalitone,Chlorthalidone,203477.0,C03BA,"Sulfonamides, plain",Cardiovascular system,Edema,exact
Thalomid,Thalidomide,220239.0,L04AX,Other immunosuppressants,Antineoplastic and immunomodulating agents,Leprosy,exact
Theo-24,Theophylline Anhydrous,203388.0,R03DA,Xanthines,Respiratory system,Apnea,exact
Theophylline,Theophylline Anhydrous,10438.0,R03DA,Xanthines,Respiratory system,Apnea,exact
Theophylline ER,Theophylline Anhydrous,759407.0,,,,Apnea,approx
Thiola,Tiopronin,227253.0,G04BX,Other urologicals,Genito-urinary system and sex hormones,,exact
Thiola EC,Tiopronin,2284060.0,,,,,approx
Thioridazine HCl,Thioridazine HCl,10502.0,N05AC,Phenothiazines with piperidine structure,Nervous system,Schizophrenia,exact
Thiothixene,Thiothixene,10510.0,N05AF,Thioxanthene derivatives,Nervous system,Schizophrenia,exact
Thrivite Rx,"Prenatal Vit,Calc76/Iron/Folic",1731804.0,,,,,approx
Thyquidity,Levothyroxine Sodium,2473277.0,H03AA,Thyroid hormones,Systemic hormonal preparations,Goiter,exact
Thyrogen,Thyrotropin Alfa,2166574.0,H01AB,Thyrotropin,Systemic hormonal preparations,Thyroid Neoplasms,exact
Thyroid,"Thyroid,Pork",10572.0,,,,Goiter,exact
Tiadylt ER,Diltiazem HCl,2268938.0,,,,Hypertension,approx
Tiagabine HCl,Tiagabine HCl,236875.0,N03AG,Fatty acid derivatives,Nervous system,Bipolar Disorder,exact
Tiazac,Diltiazem HCl,220309.0,C05AE,Muscle relaxants,Cardiovascular system,Hypertension,exact
Tibsovo,IVosidenib,2049879.0,L01XM,Isocitrate dehydrogenase (IDH) inhibitors,Antineoplastic and immunomodulating agents,"Leukemia, Myeloid, Acute",exact
Ticovac,Tick-Borne Encephalitis Vaccin,2583643.0,,,,,exact
Tigan*,Trimethobenzamide HCl,227528.0,R06AA,Aminoalkyl ethers,Respiratory system,Nausea,exact
Tigecycline,Tigecycline,384455.0,J01AA,Tetracyclines,Anti-infectives for systemic use,Bacteremia,exact
Tiglutik,Riluzole,2059261.0,N07XX,Other nervous system drugs,Nervous system,Amyotrophic Lateral Sclerosis,exact
Tikosyn,Dofetilide,261672.0,C01BD,"Antiarrhythmics, class III",Cardiovascular system,Atrial Flutter,exact
Tilia Fe,Norethindrone-E.Estradiol-Iron,747988.0,,,,,approx
Timolol Maleate,Timolol Maleate/PF,10600.0,C07AA,"Beta blocking agents, non-selective",Cardiovascular system,Hypertension,exact
Timolol Maleate*,Timolol Maleate,10600.0,C07AA,"Beta blocking agents, non-selective",Cardiovascular system,Hypertension,exact
Timoptic Ocudose,Timolol Maleate/PF,2676004.0,,,,,approx
Tinidazole,Tinidazole,10612.0,G01AF,Imidazole derivatives,Genito-urinary system and sex hormones,Amebiasis,exact
Tiopronin,Tiopronin,6765.0,G04BX,Other urologicals,Genito-urinary system and sex hormones,,exact
Tiotropium Bromide,Tiotropium Bromide,1298831.0,,,,Pulmonary Emphysema,exact
Tirosint,Levothyroxine Sodium,728656.0,H03AA,Thyroid hormones,Systemic hormonal preparations,Goiter,exact
Tirosint-Sol,Levothyroxine Sodium,2119092.0,,,,Goiter,approx
Tis-U-Sol Pentalyte,"Sod,Pot Chlor/Mag/Sod,Pot Phos",220326.0,A06AD,Osmotically acting laxatives,Alimentary tract and metabolism,Hypokalemia,approx
Tivdak,Tisotumab Vedotin-Tftv,2571100.0,,,,Uterine Cervical Neoplasms,exact
Tivicay,Dolutegravir Sodium,1433874.0,J05AJ,Integrase inhibitors,Anti-infectives for systemic use,HIV Infections,exact
Tivicay Pd,Dolutegravir Sodium,2388190.0,,,,HIV Infections,approx
Tizanidine HCl,Tizanidine HCl,236460.0,M03BX,Other centrally acting agents,Musculo-skeletal system,Spasm,exact
Tlando,Testosterone Undecanoate,2599055.0,G03BA,3-oxoandrosten (4) derivatives,Genito-urinary system and sex hormones,Hypogonadism,exact
Tobi,Tobramycin In 0.225% Sod Chlor,220329.0,J01GB,Other aminoglycosides,Anti-infectives for systemic use,Sepsis,exact
Tobi Podhaler,Tobramycin,1422520.0,,,,Sepsis,approx
Tobradex,Tobramycin/Dexamethasone,220330.0,J01GB,Other aminoglycosides,Anti-infectives for systemic use,Sepsis,exact
Tobradex St,Tobramycin/Dexamethasone,1048377.0,,,,,approx
Tobramycin,Tobramycin In 0.225% Sod Chlor,10627.0,J01GB,Other aminoglycosides,Anti-infectives for systemic use,Sepsis,exact
Tobramycin Sulfate,Tobramycin Sulfate,10627.0,J01GB,Other aminoglycosides,Anti-infectives for systemic use,Sepsis,exact
Tobramycin*,Tobramycin,10627.0,J01GB,Other aminoglycosides,Anti-infectives for systemic use,Sepsis,exact
Tobramycin-Dexamethasone,Tobramycin/Dexamethasone,883815.0,J01GB,Other aminoglycosides,Anti-infectives for systemic use,Sepsis,exact
Tobrex,Tobramycin,220333.0,J01GB,Other aminoglycosides,Anti-infectives for systemic use,Sepsis,exact
Tolcapone,Tolcapone,72937.0,N04BX,Other dopaminergic agents,Nervous system,Parkinson Disease,exact
Tolsura,Itraconazole,2106643.0,J02AC,Triazole and tetrazole derivatives,Anti-infectives for systemic use,Neutropenia,exact
Tolterodine Tartrate,Tolterodine Tartrate,221174.0,G04BD,Drugs for urinary frequency and incontinence,Genito-urinary system and sex hormones,Urinary Incontinence,exact
Tolterodine Tartrate ER,Tolterodine Tartrate,1489123.0,,,,Urinary Incontinence,approx
Tolvaptan,Tolvaptan,358257.0,C03XA,Vasopressin antagonists,Cardiovascular system,Hyponatremia,exact
Topamax,Topiramate,220343.0,N03AX,Other antiepileptics,Nervous system,Pain,exact
Topiramate,Topiramate,38404.0,A08AA,Centrally acting antiobesity products,Alimentary tract and metabolism,Pain,exact
Topiramate ER,Topiramate,1544878.0,,,,Pain,approx
Topotecan HCl,Topotecan HCl,266573.0,L01CE,Topoisomerase 1 (TOP1) inhibitors,Antineoplastic and immunomodulating agents,Ovarian Neoplasms,exact
